a1.Name,Proximo_Rikako_Aida,a2.Name,Trabalhou_com_proximos_Rikako_aida
"""Senryu Girl""","""Sumire Uesaka""","""Iwakakeru! Sport Climbing Girls""","""Akane Fujita"""
"""Senryu Girl""","""Sumire Uesaka""","""Iwakakeru! Sport Climbing Girls""","""Ami Koshimizu"""
"""Senryu Girl""","""Sumire Uesaka""","""Iwakakeru! Sport Climbing Girls""","""Jiro Jay Takasugi"""
"""Senryu Girl""","""Sumire Uesaka""","""Iwakakeru! Sport Climbing Girls""","""Miyu Tomita"""
"""Senryu Girl""","""Sumire Uesaka""","""Iwakakeru! Sport Climbing Girls""","""Yukari Tamura"""
"""Senryu Girl""","""Sumire Uesaka""","""Kageki Shoujo!!""","""Nanako Mori"""
"""Senryu Girl""","""Sumire Uesaka""","""Kageki Shoujo!!""","""Rico Sasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Kageki Shoujo!!""","""Risae Matsuda"""
"""Senryu Girl""","""Sumire Uesaka""","""Kageki Shoujo!!""","""Satsumi Matsuda"""
"""Senryu Girl""","""Sumire Uesaka""","""Kageki Shoujo!!""","""Sayaka Senbongi"""
"""Senryu Girl""","""Sumire Uesaka""","""Kageki Shoujo!!""","""You Taichi"""
"""Senryu Girl""","""Sumire Uesaka""","""Kageki Shoujo!!""","""Yumiri Hanamori"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle""","""Aya Suzaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle""","""Ayane Sakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle""","""Saki Fujita"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle""","""Yuka Iguchi"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle Movie""","""Ayane Sakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle Movie""","""Rina Hidaka"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle Movie""","""Risa Taneda"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle Movie""","""Saki Fujita"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle Movie""","""Yuka Iguchi"""
"""Senryu Girl""","""Sumire Uesaka""","""Kantai Collection: Kan Colle Movie""","""Yumi Tanibe"""
"""Senryu Girl""","""Sumire Uesaka""","""Katana Maidens: Tomoshibi""","""Akane Fujita"""
"""Senryu Girl""","""Sumire Uesaka""","""Katana Maidens: Tomoshibi""","""Himika Akaneya"""
"""Senryu Girl""","""Sumire Uesaka""","""Katana Maidens: Tomoshibi""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""Katana Maidens: Tomoshibi""","""Kaori Ishihara"""
"""Senryu Girl""","""Sumire Uesaka""","""Katana Maidens: Tomoshibi""","""Konomi Kohara"""
"""Senryu Girl""","""Sumire Uesaka""","""Katana Maidens: Tomoshibi""","""Maki Kawase"""
"""Senryu Girl""","""Sumire Uesaka""","""Katana Maidens: Tomoshibi""","""Manami Numakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Killing Bites""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Killing Bites""","""Mami Amano"""
"""Senryu Girl""","""Sumire Uesaka""","""Killing Bites""","""Natsume Iwasa"""
"""Senryu Girl""","""Sumire Uesaka""","""Killing Bites""","""Sora Amamiya"""
"""Senryu Girl""","""Sumire Uesaka""","""Killing Bites""","""Tooru Ookawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Killing Bites""","""Wataru Hatano"""
"""Senryu Girl""","""Sumire Uesaka""","""Kimi to Fit Boxing""","""Akari Kitou"""
"""Senryu Girl""","""Sumire Uesaka""","""Kimi to Fit Boxing""","""Akio Ootsuka"""
"""Senryu Girl""","""Sumire Uesaka""","""Kimi to Fit Boxing""","""Akira Ishida"""
"""Senryu Girl""","""Sumire Uesaka""","""Kimi to Fit Boxing""","""Atsuko Tanaka"""
"""Senryu Girl""","""Sumire Uesaka""","""Kimi to Fit Boxing""","""Rie Kugimiya"""
"""Senryu Girl""","""Sumire Uesaka""","""Kimi to Fit Boxing""","""Saori Hayami"""
"""Senryu Girl""","""Sumire Uesaka""","""Kimi to Fit Boxing""","""Yuuichi Nakamura"""
"""Senryu Girl""","""Sumire Uesaka""","""Kokoro Connect: Michi Random""","""Aki Toyosaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Kokoro Connect: Michi Random""","""Hisako Kanemoto"""
"""Senryu Girl""","""Sumire Uesaka""","""Kokoro Connect: Michi Random""","""Miyuki Sawashiro"""
"""Senryu Girl""","""Sumire Uesaka""","""Kokoro Connect: Michi Random""","""Shizuka Itou"""
"""Senryu Girl""","""Sumire Uesaka""","""Kokoro Connect: Michi Random""","""Takahiro Mizushima"""
"""Senryu Girl""","""Sumire Uesaka""","""Kokoro Connect: Michi Random""","""Takuma Terashima"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me Girls, I'm Your Father!""","""Daisuke Ono"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me Girls, I'm Your Father!""","""Eri Kitamura"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me Girls, I'm Your Father!""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me Girls, I'm Your Father!""","""Junji Majima"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me Girls, I'm Your Father!""","""Kenta Miyake"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me Girls, I'm Your Father!""","""Wataru Hatano"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me Girls, I'm Your Father!""","""Yui Horie"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me, Girls, I'm Your Father! Warmth""","""Daisuke Ono"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me, Girls, I'm Your Father! Warmth""","""Eri Kitamura"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me, Girls, I'm Your Father! Warmth""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me, Girls, I'm Your Father! Warmth""","""Junji Majima"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me, Girls, I'm Your Father! Warmth""","""Wataru Hatano"""
"""Senryu Girl""","""Sumire Uesaka""","""Listen to Me, Girls, I'm Your Father! Warmth""","""Yui Horie"""
"""Senryu Girl""","""Sumire Uesaka""","""Lord Marksman and Vanadis: Tigre and Vanadish""","""Ai Kayano"""
"""Senryu Girl""","""Sumire Uesaka""","""Lord Marksman and Vanadis: Tigre and Vanadish""","""Haruka Tomatsu"""
"""Senryu Girl""","""Sumire Uesaka""","""Lord Marksman and Vanadis: Tigre and Vanadish""","""Kaito Ishikawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Lord Marksman and Vanadis: Tigre and Vanadish""","""Kazuyuki Okitsu"""
"""Senryu Girl""","""Sumire Uesaka""","""Lord Marksman and Vanadis: Tigre and Vanadish""","""Mariya Ise"""
"""Senryu Girl""","""Sumire Uesaka""","""Lord Marksman and Vanadis: Tigre and Vanadish""","""Yuka Iguchi"""
"""Senryu Girl""","""Sumire Uesaka""","""Lord Marksman and Vanadis: Tigre and Vanadish""","""Yukiyo Fujii"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions!""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions!""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions!""","""Jun Fukuyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions!""","""Juri Nagatsuma"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions!""","""Kanae Oki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions!""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions!""","""Souichirou Hoshi"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Depth of Field: Love and Hate Theater""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb""","""Jun Fukuyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb""","""Juri Nagatsuma"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb""","""Rieko Oda"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb""","""Souichirou Hoshi"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb Lite""","""Ayumi Fujimura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb Lite""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb Lite""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb Lite""","""Jun Fukuyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb Lite""","""Kanae Oki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb Lite""","""Kaori Fukuhara"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb Lite""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars""","""Jun Fukuyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars""","""Kanae Oki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars""","""Kaori Fukuhara"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars""","""Souichirou Hoshi"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Lite""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Lite""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Lite""","""Jun Fukuyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Lite""","""Kanae Oki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Lite""","""Kaori Fukuhara"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Lite""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Lite""","""Mami Shitara"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Movie: Take On Me""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Movie: Take On Me""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Movie: Take On Me""","""Eri Sendai"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Movie: Take On Me""","""Jun Fukuyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Movie: Take On Me""","""Juri Nagatsuma"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Movie: Take On Me""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Movie: Take On Me""","""Yuri Yamaoka"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Sparkling... Slapstick Noel""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Sparkling... Slapstick Noel""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Sparkling... Slapstick Noel""","""Jun Fukuyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Sparkling... Slapstick Noel""","""Kikuko Inoue"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Sparkling... Slapstick Noel""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions! Sparkling... Slapstick Noel""","""Souichirou Hoshi"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions: Heart Throb Specials""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions: Heart Throb Specials""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions: Heart Throb Specials""","""Juri Nagatsuma"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions: Heart Throb Specials""","""Kaori Fukuhara"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions: Heart Throb Specials""","""Kikuko Inoue"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions: Heart Throb Specials""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo & Other Delusions: Heart Throb Specials""","""Souichirou Hoshi"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo, & Other Delusions! Rikka Version""","""Ashley Miller"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo, & Other Delusions! Rikka Version""","""Azumi Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo, & Other Delusions! Rikka Version""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo, & Other Delusions! Rikka Version""","""Jun Fukuyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo, & Other Delusions! Rikka Version""","""Kanae Oki"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo, & Other Delusions! Rikka Version""","""Kaori Fukuhara"""
"""Senryu Girl""","""Sumire Uesaka""","""Love, Chunibyo, & Other Delusions! Rikka Version""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Luck & Logic""","""Chiaki Omigawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Luck & Logic""","""Fumiko Orikasa"""
"""Senryu Girl""","""Sumire Uesaka""","""Luck & Logic""","""Inori Minase"""
"""Senryu Girl""","""Sumire Uesaka""","""Luck & Logic""","""Kensho Ono"""
"""Senryu Girl""","""Sumire Uesaka""","""Luck & Logic""","""Nao Touyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Luck & Logic""","""Risa Taneda"""
"""Senryu Girl""","""Sumire Uesaka""","""Luck & Logic""","""Sora Tokui"""
"""Senryu Girl""","""Sumire Uesaka""","""Major 2nd: Second Season""","""Ayahi Takagaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Major 2nd: Second Season""","""Daiki Yamashita"""
"""Senryu Girl""","""Sumire Uesaka""","""Major 2nd: Second Season""","""Natsumi Fujiwara"""
"""Senryu Girl""","""Sumire Uesaka""","""Major 2nd: Second Season""","""Rie Murakawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Major 2nd: Second Season""","""Tomokazu Sugita"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World""","""Azusa Tadokoro"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World""","""Hiro Shimono"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World""","""Kikuko Inoue"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World""","""Ryotaro Okiayu"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World""","""Saori Hayami"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: Limitless Phantom World""","""Azusa Tadokoro"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: Limitless Phantom World""","""Hiro Shimono"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: Limitless Phantom World""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: Limitless Phantom World""","""Saori Hayami"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: The Polka Dot Miracle""","""Azusa Tadokoro"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: The Polka Dot Miracle""","""Daisuke Sakaguchi"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: The Polka Dot Miracle""","""Hiro Shimono"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: The Polka Dot Miracle""","""Kikuko Inoue"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: The Polka Dot Miracle""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Myriad Colors Phantom World: The Polka Dot Miracle""","""Saori Hayami"""
"""Senryu Girl""","""Sumire Uesaka""","""Nobunagun""","""Ai Satou"""
"""Senryu Girl""","""Sumire Uesaka""","""Nobunagun""","""Akeno Watanabe"""
"""Senryu Girl""","""Sumire Uesaka""","""Nobunagun""","""Ayumu Murase"""
"""Senryu Girl""","""Sumire Uesaka""","""Nobunagun""","""Chiwa Saitou"""
"""Senryu Girl""","""Sumire Uesaka""","""Nobunagun""","""Mutsumi Tamura"""
"""Senryu Girl""","""Sumire Uesaka""","""Nobunagun""","""Shiori Mutou"""
"""Senryu Girl""","""Sumire Uesaka""","""Nobunagun""","""Tatsuhisa Suzuki"""
"""Senryu Girl""","""Sumire Uesaka""","""O Maidens in Your Savage Season""","""Chika Anzai"""
"""Senryu Girl""","""Sumire Uesaka""","""O Maidens in Your Savage Season""","""Haruka Tomatsu"""
"""Senryu Girl""","""Sumire Uesaka""","""O Maidens in Your Savage Season""","""Hiyori Kono"""
"""Senryu Girl""","""Sumire Uesaka""","""O Maidens in Your Savage Season""","""Momo Asakura"""
"""Senryu Girl""","""Sumire Uesaka""","""O Maidens in Your Savage Season""","""Tomoyo Kurosawa"""
"""Senryu Girl""","""Sumire Uesaka""","""O Maidens in Your Savage Season""","""Yuuya Hirose"""
"""Senryu Girl""","""Sumire Uesaka""","""Outbreak Company""","""Kazuya Ichijo"""
"""Senryu Girl""","""Sumire Uesaka""","""Outbreak Company""","""Keiji Fujiwara"""
"""Senryu Girl""","""Sumire Uesaka""","""Outbreak Company""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""Outbreak Company""","""Mai Fuchigami"""
"""Senryu Girl""","""Sumire Uesaka""","""Outbreak Company""","""Natsuki Hanae"""
"""Senryu Girl""","""Sumire Uesaka""","""Outbreak Company""","""Shinichirou Miki"""
"""Senryu Girl""","""Sumire Uesaka""","""Outbreak Company""","""Suzuko Mimori"""
"""Senryu Girl""","""Sumire Uesaka""","""Overlord III: Play Play Pleiades""","""Emiri Katou"""
"""Senryu Girl""","""Sumire Uesaka""","""Overlord III: Play Play Pleiades""","""Nobuyuki Hiyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Overlord III: Play Play Pleiades""","""Satoshi Hino"""
"""Senryu Girl""","""Sumire Uesaka""","""Pastel＊Palettes: Mou Ichido Luminous""","""Ami Maeshima"""
"""Senryu Girl""","""Sumire Uesaka""","""Pastel＊Palettes: Mou Ichido Luminous""","""Ari Ozawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Pastel＊Palettes: Mou Ichido Luminous""","""Ikumi Nakagami"""
"""Senryu Girl""","""Sumire Uesaka""","""Pastel＊Palettes: Mou Ichido Luminous""","""Sawako Hata"""
"""Senryu Girl""","""Sumire Uesaka""","""Plastic Memories""","""Aimi"""
"""Senryu Girl""","""Sumire Uesaka""","""Plastic Memories""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""Plastic Memories""","""Megumi Toyoguchi"""
"""Senryu Girl""","""Sumire Uesaka""","""Plastic Memories""","""Satoshi Hino"""
"""Senryu Girl""","""Sumire Uesaka""","""Plastic Memories""","""Shinnosuke Ogami"""
"""Senryu Girl""","""Sumire Uesaka""","""Plastic Memories""","""Sora Amamiya"""
"""Senryu Girl""","""Sumire Uesaka""","""Plastic Memories""","""Yasuaki Takumi"""
"""Senryu Girl""","""Sumire Uesaka""","""Q Transformers: Saranaru Ninkimono e no Michi""","""Kaito Ishikawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Q Transformers: Saranaru Ninkimono e no Michi""","""Keiji Fujiwara"""
"""Senryu Girl""","""Sumire Uesaka""","""Q Transformers: Saranaru Ninkimono e no Michi""","""Nobuhiko Okamoto"""
"""Senryu Girl""","""Sumire Uesaka""","""Q Transformers: Saranaru Ninkimono e no Michi""","""Ryouhei Kimura"""
"""Senryu Girl""","""Sumire Uesaka""","""Q Transformers: Saranaru Ninkimono e no Michi""","""Tatsuhisa Suzuki"""
"""Senryu Girl""","""Sumire Uesaka""","""Q Transformers: Saranaru Ninkimono e no Michi""","""Tomokazu Sugita"""
"""Senryu Girl""","""Sumire Uesaka""","""Q Transformers: Saranaru Ninkimono e no Michi""","""Yoshimasa Hosoya"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World""","""Fumihiko Tachiki"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World""","""Junichi Suwabe"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World""","""Makoto Yasumura"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World""","""Motomu Kiyokawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World""","""Reina Ueda"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World""","""Tomokazu Sugita"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World""","""Youko Hikasa"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World 2""","""Junichi Suwabe"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World 2""","""Megumi Toda"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World 2""","""Nao Touyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World 2""","""Reina Ueda"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World 2""","""Saori Oonishi"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World 2""","""Takuto Yoshinaga"""
"""Senryu Girl""","""Sumire Uesaka""","""Restaurant to Another World 2""","""Youko Hikasa"""
"""Senryu Girl""","""Sumire Uesaka""","""SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist""","""Haruka Yamazaki"""
"""Senryu Girl""","""Sumire Uesaka""","""SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist""","""Kenta Miyake"""
"""Senryu Girl""","""Sumire Uesaka""","""SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist""","""Miyu Matsuki"""
"""Senryu Girl""","""Sumire Uesaka""","""SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist""","""Saori Gotou"""
"""Senryu Girl""","""Sumire Uesaka""","""SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist""","""Satomi Arai"""
"""Senryu Girl""","""Sumire Uesaka""","""SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist""","""Shizuka Ishigami"""
"""Senryu Girl""","""Sumire Uesaka""","""SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist""","""Yui Horie"""
"""Senryu Girl""","""Sumire Uesaka""","""Seton Academy: Join the Pack! Special""","""Konomi Kohara"""
"""Senryu Girl""","""Sumire Uesaka""","""Seton Academy: Join the Pack! Special""","""Minami Tsuda"""
"""Senryu Girl""","""Sumire Uesaka""","""Seton Academy: Join the Pack! Special""","""Sora Tokui"""
"""Senryu Girl""","""Sumire Uesaka""","""Seton Academy: Join the Pack! Special""","""Yume Miyamoto"""
"""Senryu Girl""","""Sumire Uesaka""","""Seton Academy: Join the Pack! Special""","""Yuu Serizawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!""","""Ayane Sakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!""","""Eri Inagawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!""","""Kishou Taniyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!""","""Kouki Uchiyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!""","""Manami Numakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!""","""Ryouta Oosaka"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!""","""Yuuji Ueda"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Short!!""","""Ayane Sakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Short!!""","""Ayumu Murase"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Short!!""","""Eri Inagawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Short!!""","""Kishou Taniyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Short!!""","""Kouki Uchiyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Short!!""","""Manami Numakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Short!!""","""Yoshimasa Hosoya"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Stars!!""","""Aya Yamane"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Stars!!""","""Eri Inagawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Stars!!""","""Hikaru Tono"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Stars!!""","""Misaki Watada"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Stars!!""","""Shouhei Komatsu"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Stars!!""","""Yuko Natsuyoshi"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!! Stars!!""","""Yuuki Ono"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!#""","""Ayane Sakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!#""","""Eri Inagawa"""
